Experimento,phi_s0,Pendiente,s_hat,prof_mm,z_tilde,eta,theta_deg,phi_s,Pe,Pe_std,n_muestras
Exp_phis80_i3cm,0.8000,i3cm,0.7750,20.2500,0.2815,0.2815,9.8154,1.0000,17.2883,0.3888,2057
Exp_phis80_i3cm,0.8000,i3cm,0.7750,20.7500,0.2638,0.2638,9.8154,1.0000,16.8742,0.3795,2057
Exp_phis80_i3cm,0.8000,i3cm,0.7750,21.2500,0.2460,0.2460,9.8154,1.0000,16.4799,0.3722,2057
Exp_phis80_i3cm,0.8000,i3cm,0.7750,21.7500,0.2283,0.2283,9.8154,1.0000,16.1029,0.3622,2057
Exp_phis80_i3cm,0.8000,i3cm,0.7750,22.2500,0.2105,0.2105,9.8154,1.0000,15.7431,0.3541,2057
Exp_phis80_i3cm,0.8000,i3cm,0.7750,22.7500,0.1928,0.1928,9.8154,1.0000,15.3998,0.3457,2055
Exp_phis80_i3cm,0.8000,i3cm,0.7750,23.2500,0.1751,0.1751,9.8154,1.0000,15.1723,0.3125,1610
Exp_phis80_i3cm,0.8000,i3cm,0.7750,23.7500,0.1573,0.1573,9.8154,1.0000,15.0985,0.2904,745
Exp_phis80_i3cm,0.8000,i3cm,0.7750,24.2500,0.1396,0.1396,9.8154,1.0000,15.0273,0.3128,295
Exp_phis80_i3cm,0.8000,i3cm,0.7750,24.7500,0.1218,0.1218,9.8154,1.0000,15.2674,0.2426,61
Exp_phis80_i3cm,0.8000,i3cm,0.7750,25.2500,0.1041,0.1041,9.8154,1.0000,15.0902,0.0125,48
Exp_phis80_i3cm,0.8000,i3cm,0.7750,25.7500,0.0864,0.0864,9.8154,1.0000,14.7991,0.0118,47
Exp_phis80_i3cm,0.8000,i3cm,0.8250,0.2500,0.9911,0.9911,11.3623,0.4419,2289.8806,407.6452,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,0.7500,0.9734,0.9734,11.3623,0.7443,776.4059,388.9825,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,1.2500,0.9556,0.9556,11.3623,0.7641,493.7920,292.4885,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,1.7500,0.9379,0.9379,11.3623,0.6375,465.8969,247.3057,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,2.2500,0.9202,0.9202,11.3623,0.6596,362.0621,190.4659,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,2.7500,0.9024,0.9024,11.3623,0.7639,247.4936,159.3652,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,3.2500,0.8847,0.8847,11.3623,0.7547,216.4987,139.1672,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,3.7500,0.8669,0.8669,11.3623,0.6981,212.3009,123.4599,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,4.2500,0.8492,0.8492,11.3623,0.5397,244.7803,99.0490,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,4.7500,0.8315,0.8315,11.3623,0.3057,293.9860,70.7033,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,5.2500,0.8137,0.8137,11.3623,0.1678,306.4694,51.8476,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,5.7500,0.7960,0.7960,11.3623,0.1250,292.2803,39.1084,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,6.2500,0.7782,0.7782,11.3623,0.0862,279.3725,29.1654,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,6.7500,0.7605,0.7605,11.3623,0.1479,246.3599,26.2936,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,7.2500,0.7428,0.7428,11.3623,0.2584,207.3015,35.3359,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,7.7500,0.7250,0.7250,11.3623,0.3843,169.3237,41.8959,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,8.2500,0.7073,0.7073,11.3623,0.4505,147.1408,41.0015,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,8.7500,0.6895,0.6895,11.3623,0.5802,115.5036,47.3005,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,9.2500,0.6718,0.6718,11.3623,0.6816,91.8232,45.4175,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,9.7500,0.6541,0.6541,11.3623,0.7280,79.3496,43.2772,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,10.2500,0.6363,0.6363,11.3623,0.7515,71.9004,41.7570,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,10.7500,0.6186,0.6186,11.3623,0.8823,49.1195,37.3954,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,11.2500,0.6008,0.6008,11.3623,0.9252,40.8516,28.6984,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,11.7500,0.5831,0.5831,11.3623,0.9467,36.1699,20.8406,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,12.2500,0.5654,0.5654,11.3623,0.9651,32.2579,16.4175,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,12.7500,0.5476,0.5476,11.3623,0.9915,27.5407,5.6982,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,13.2500,0.5299,0.5299,11.3623,0.9995,25.4743,1.1461,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,13.7500,0.5121,0.5121,11.3623,0.9989,24.6255,1.3467,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,14.2500,0.4944,0.4944,11.3623,0.9878,25.0489,6.5198,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,14.7500,0.4767,0.4767,11.3623,0.9857,24.4544,6.5735,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,15.2500,0.4589,0.4589,11.3623,0.9962,22.5237,2.8964,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,15.7500,0.4412,0.4412,11.3623,1.0000,21.4172,0.6860,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,16.2500,0.4234,0.4234,11.3623,1.0000,20.7596,0.6581,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,16.7500,0.4057,0.4057,11.3623,1.0000,20.1446,0.6385,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,17.2500,0.3880,0.3880,11.3623,1.0000,19.5650,0.6201,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,17.7500,0.3702,0.3702,11.3623,1.0000,19.0178,0.6027,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,18.2500,0.3525,0.3525,11.3623,1.0000,18.5004,0.5863,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,18.7500,0.3347,0.3347,11.3623,1.0000,18.0104,0.5708,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,19.2500,0.3170,0.3170,11.3623,1.0000,17.5457,0.5560,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,19.7500,0.2993,0.2993,11.3623,1.0000,17.1043,0.5420,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,20.2500,0.2815,0.2815,11.3623,1.0000,16.6847,0.5287,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,20.7500,0.2638,0.2638,11.3623,1.0000,16.2851,0.5160,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,21.2500,0.2460,0.2460,11.3623,0.9996,15.9373,0.6955,2246
Exp_phis80_i3cm,0.8000,i3cm,0.8250,21.7500,0.2283,0.2283,11.3623,1.0000,15.5417,0.4948,2245
Exp_phis80_i3cm,0.8000,i3cm,0.8250,22.2500,0.2105,0.2105,11.3623,1.0000,15.3071,0.4422,1883
Exp_phis80_i3cm,0.8000,i3cm,0.8250,22.7500,0.1928,0.1928,11.3623,1.0000,15.0806,0.4522,1398
Exp_phis80_i3cm,0.8000,i3cm,0.8250,23.2500,0.1751,0.1751,11.3623,1.0000,15.4274,0.5769,296
Exp_phis80_i3cm,0.8000,i3cm,0.8250,23.7500,0.1573,0.1573,11.3623,1.0000,15.4239,0.4690,188
Exp_phis80_i3cm,0.8000,i3cm,0.8250,24.2500,0.1396,0.1396,11.3623,1.0000,15.4910,0.2372,103
Exp_phis80_i3cm,0.8000,i3cm,0.8250,24.7500,0.1218,0.1218,11.3623,1.0000,15.2293,0.1471,96
Exp_phis80_i3cm,0.8000,i3cm,0.8250,25.2500,0.1041,0.1041,11.3623,1.0000,14.9579,0.1368,82
Exp_phis80_i3cm,0.8000,i3cm,0.8250,25.7500,0.0864,0.0864,11.3623,1.0000,14.7895,0.0089,34
Exp_phis80_i3cm,0.8000,i3cm,0.8750,0.2500,0.9911,0.9911,16.7243,0.5057,2012.4550,404.2719,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,0.7500,0.9734,0.9734,16.7243,0.7610,713.2226,335.9077,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,1.2500,0.9556,0.9556,16.7243,0.7983,436.4359,255.6411,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,1.7500,0.9379,0.9379,16.7243,0.7476,362.5411,219.7975,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,2.2500,0.9202,0.9202,16.7243,0.7002,318.2346,178.1354,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,2.7500,0.9024,0.9024,16.7243,0.6258,301.7948,166.9215,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,3.2500,0.8847,0.8847,16.7243,0.5846,276.5929,146.8873,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,3.7500,0.8669,0.8669,16.7243,0.5582,251.5666,118.6527,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,4.2500,0.8492,0.8492,16.7243,0.4438,262.1329,100.5262,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,4.7500,0.8315,0.8315,16.7243,0.2741,287.0727,78.9814,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,5.2500,0.8137,0.8137,16.7243,0.1379,298.3647,63.0333,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,5.7500,0.7960,0.7960,16.7243,0.0984,283.8296,51.5465,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,6.2500,0.7782,0.7782,16.7243,0.0889,264.9288,39.1207,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,6.7500,0.7605,0.7605,16.7243,0.1502,233.3628,27.4791,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,7.2500,0.7428,0.7428,16.7243,0.1688,214.0864,24.6727,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,7.7500,0.7250,0.7250,16.7243,0.2032,194.5182,28.9731,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,8.2500,0.7073,0.7073,16.7243,0.2704,171.5160,33.6157,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,8.7500,0.6895,0.6895,16.7243,0.3442,149.9974,38.5957,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,9.2500,0.6718,0.6718,16.7243,0.4195,130.5715,44.1653,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,9.7500,0.6541,0.6541,16.7243,0.5066,110.6881,46.3558,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,10.2500,0.6363,0.6363,16.7243,0.6146,89.5541,47.0319,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,10.7500,0.6186,0.6186,16.7243,0.8063,58.1216,43.7799,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,11.2500,0.6008,0.6008,16.7243,0.8648,47.4715,40.8792,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,11.7500,0.5831,0.5831,16.7243,0.9150,38.7365,28.1994,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,12.2500,0.5654,0.5654,16.7243,0.9570,31.6414,15.9031,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,12.7500,0.5476,0.5476,16.7243,0.9450,31.6553,15.2049,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,13.2500,0.5299,0.5299,16.7243,0.9589,28.9204,11.7724,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,13.7500,0.5121,0.5121,16.7243,0.9860,24.8883,6.4592,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,14.2500,0.4944,0.4944,16.7243,0.9903,23.5809,4.9631,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,14.7500,0.4767,0.4767,16.7243,0.9903,22.8092,5.8022,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,15.2500,0.4589,0.4589,16.7243,0.9962,21.4358,3.2889,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,15.7500,0.4412,0.4412,16.7243,0.9998,20.3782,0.9040,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,16.2500,0.4234,0.4234,16.7243,1.0000,19.7382,0.7716,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,16.7500,0.4057,0.4057,16.7243,1.0000,19.1536,0.7486,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,17.2500,0.3880,0.3880,16.7243,1.0000,18.6026,0.7270,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,17.7500,0.3702,0.3702,16.7243,1.0000,18.0824,0.7066,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,18.2500,0.3525,0.3525,16.7243,1.0000,17.5906,0.6873,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,18.7500,0.3347,0.3347,16.7243,1.0000,17.1248,0.6690,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,19.2500,0.3170,0.3170,16.7243,1.0000,16.6830,0.6516,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,19.7500,0.2993,0.2993,16.7243,1.0000,16.2634,0.6352,2310
Exp_phis80_i3cm,0.8000,i3cm,0.8750,20.2500,0.2815,0.2815,16.7243,1.0000,15.9036,0.5898,2237
Exp_phis80_i3cm,0.8000,i3cm,0.8750,20.7500,0.2638,0.2638,16.7243,1.0000,15.5942,0.5321,2079
Exp_phis80_i3cm,0.8000,i3cm,0.8750,21.2500,0.2460,0.2460,16.7243,0.9985,15.4980,1.1214,1701
Exp_phis80_i3cm,0.8000,i3cm,0.8750,21.7500,0.2283,0.2283,16.7243,0.9951,15.5979,2.3919,1234
Exp_phis80_i3cm,0.8000,i3cm,0.8750,22.2500,0.2105,0.2105,16.7243,0.9993,15.2776,0.6691,467
Exp_phis80_i3cm,0.8000,i3cm,0.8750,22.7500,0.1928,0.1928,16.7243,1.0000,15.1498,0.4602,249
Exp_phis80_i3cm,0.8000,i3cm,0.8750,23.2500,0.1751,0.1751,16.7243,1.0000,15.3054,0.4354,90
Exp_phis80_i3cm,0.8000,i3cm,0.8750,23.7500,0.1573,0.1573,16.7243,1.0000,15.3810,0.0216,48
Exp_phis80_i3cm,0.8000,i3cm,0.8750,24.2500,0.1396,0.1396,16.7243,1.0000,15.0655,0.0211,48
Exp_phis80_i3cm,0.8000,i3cm,0.8750,24.7500,0.1218,0.1218,16.7243,1.0000,14.7785,0.0068,24
Exp_phis80_i3cm,0.8000,i3cm,0.9250,0.2500,0.9911,0.9911,25.6620,0.3037,2087.1474,283.5164,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,0.7500,0.9734,0.9734,25.6620,0.7062,718.5573,300.0699,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,1.2500,0.9556,0.9556,25.6620,0.8105,389.9611,223.5379,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,1.7500,0.9379,0.9379,25.6620,0.7760,314.3671,189.9420,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,2.2500,0.9202,0.9202,25.6620,0.7146,284.8679,174.3928,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,2.7500,0.9024,0.9024,25.6620,0.6352,272.3546,163.4503,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,3.2500,0.8847,0.8847,25.6620,0.5705,258.4977,154.1068,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,3.7500,0.8669,0.8669,25.6620,0.4621,263.3681,133.8448,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,4.2500,0.8492,0.8492,25.6620,0.3413,271.0441,111.8253,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,4.7500,0.8315,0.8315,25.6620,0.2891,258.9947,90.3480,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,5.2500,0.8137,0.8137,25.6620,0.2526,245.4436,71.8685,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,5.7500,0.7960,0.7960,25.6620,0.2058,236.4424,62.6638,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,6.2500,0.7782,0.7782,25.6620,0.1608,228.5499,54.6325,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,6.7500,0.7605,0.7605,25.6620,0.1707,210.8894,47.1339,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,7.2500,0.7428,0.7428,25.6620,0.1885,193.9649,43.3571,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,7.7500,0.7250,0.7250,25.6620,0.2665,168.9503,46.1722,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,8.2500,0.7073,0.7073,25.6620,0.3263,149.4335,56.7859,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,8.7500,0.6895,0.6895,25.6620,0.3821,132.7838,61.4203,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,9.2500,0.6718,0.6718,25.6620,0.5929,94.3461,47.5343,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,9.7500,0.6541,0.6541,25.6620,0.7135,72.4996,44.3058,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,10.2500,0.6363,0.6363,25.6620,0.7925,58.0574,40.8116,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,10.7500,0.6186,0.6186,25.6620,0.8765,43.5548,32.0665,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,11.2500,0.6008,0.6008,25.6620,0.9127,37.0424,25.6136,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,11.7500,0.5831,0.5831,25.6620,0.9372,32.6421,21.8982,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,12.2500,0.5654,0.5654,25.6620,0.9457,30.5044,17.1235,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,12.7500,0.5476,0.5476,25.6620,0.9204,32.4916,17.1524,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,13.2500,0.5299,0.5299,25.6620,0.9387,29.2521,14.4642,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,13.7500,0.5121,0.5121,25.6620,0.9833,23.2826,6.5583,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,14.2500,0.4944,0.4944,25.6620,0.9923,21.5328,4.3371,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,14.7500,0.4767,0.4767,25.6620,0.9994,20.0700,1.5051,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,15.2500,0.4589,0.4589,25.6620,1.0000,19.3520,1.1887,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,15.7500,0.4412,0.4412,25.6620,1.0000,18.7430,1.1511,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,16.2500,0.4234,0.4234,25.6620,1.0000,18.1712,1.1158,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,16.7500,0.4057,0.4057,25.6620,1.0000,17.6333,1.0825,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,17.2500,0.3880,0.3880,25.6620,1.0000,17.1263,1.0512,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,17.7500,0.3702,0.3702,25.6620,1.0000,16.6477,1.0217,2058
Exp_phis80_i3cm,0.8000,i3cm,0.9250,18.2500,0.3525,0.3525,25.6620,1.0000,16.2410,0.9702,2000
Exp_phis80_i3cm,0.8000,i3cm,0.9250,18.7500,0.3347,0.3347,25.6620,0.9998,16.0270,0.9761,1733
Exp_phis80_i3cm,0.8000,i3cm,0.9250,19.2500,0.3170,0.3170,25.6620,0.9986,15.8458,1.6182,1551
Exp_phis80_i3cm,0.8000,i3cm,0.9250,19.7500,0.2993,0.2993,25.6620,0.9999,15.5201,0.8098,1242
Exp_phis80_i3cm,0.8000,i3cm,0.9250,20.2500,0.2815,0.2815,25.6620,1.0000,15.5772,0.7303,687
Exp_phis80_i3cm,0.8000,i3cm,0.9250,20.7500,0.2638,0.2638,25.6620,1.0000,15.4046,0.6893,532
Exp_phis80_i3cm,0.8000,i3cm,0.9250,21.2500,0.2460,0.2460,25.6620,1.0000,15.2164,0.7429,369
Exp_phis80_i3cm,0.8000,i3cm,0.9250,21.7500,0.2283,0.2283,25.6620,1.0000,15.6312,0.8474,122
Exp_phis80_i3cm,0.8000,i3cm,0.9250,22.2500,0.2105,0.2105,25.6620,1.0000,16.2467,0.2953,50
Exp_phis80_i3cm,0.8000,i3cm,0.9250,22.7500,0.1928,0.1928,25.6620,1.0000,15.9503,0.0232,48
Exp_phis80_i3cm,0.8000,i3cm,0.9250,23.2500,0.1751,0.1751,25.6620,1.0000,15.6091,0.0227,48
Exp_phis80_i3cm,0.8000,i3cm,0.9250,23.7500,0.1573,0.1573,25.6620,1.0000,15.2823,0.0222,48
Exp_phis80_i3cm,0.8000,i3cm,0.9250,24.2500,0.1396,0.1396,25.6620,1.0000,14.9688,0.0217,48
Exp_phis80_i3cm,0.8000,i3cm,0.9750,0.2500,0.9911,0.9911,22.3222,0.1859,2242.2471,480.6236,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,0.7500,0.9734,0.9734,22.3222,0.5384,896.8553,573.5480,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,1.2500,0.9556,0.9556,22.3222,0.6372,543.0866,419.3896,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,1.7500,0.9379,0.9379,22.3222,0.7162,364.2097,319.8321,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,2.2500,0.9202,0.9202,22.3222,0.7212,291.0186,260.1490,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,2.7500,0.9024,0.9024,22.3222,0.7067,249.3073,222.3779,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,3.2500,0.8847,0.8847,22.3222,0.6129,248.9145,186.3936,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,3.7500,0.8669,0.8669,22.3222,0.3964,287.6325,124.9084,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,4.2500,0.8492,0.8492,22.3222,0.2708,291.1829,88.0518,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,4.7500,0.8315,0.8315,22.3222,0.2233,274.4624,73.8285,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,5.2500,0.8137,0.8137,22.3222,0.2633,241.7932,72.0601,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,5.7500,0.7960,0.7960,22.3222,0.3435,205.4961,81.4475,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,6.2500,0.7782,0.7782,22.3222,0.3428,190.1036,73.3057,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,6.7500,0.7605,0.7605,22.3222,0.2090,200.6928,49.8773,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,7.2500,0.7428,0.7428,22.3222,0.2625,178.6559,53.4624,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,7.7500,0.7250,0.7250,22.3222,0.4287,141.0276,81.1535,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,8.2500,0.7073,0.7073,22.3222,0.5346,116.4718,84.4723,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,8.7500,0.6895,0.6895,22.3222,0.6174,97.3666,76.4011,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,9.2500,0.6718,0.6718,22.3222,0.6962,79.0971,61.8758,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,9.7500,0.6541,0.6541,22.3222,0.6629,81.2000,66.9639,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,10.2500,0.6363,0.6363,22.3222,0.6703,76.0514,55.8672,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,10.7500,0.6186,0.6186,22.3222,0.8108,53.7281,37.9297,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,11.2500,0.6008,0.6008,22.3222,0.9208,36.4653,23.3703,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,11.7500,0.5831,0.5831,22.3222,0.9596,29.4242,18.6097,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,12.2500,0.5654,0.5654,22.3222,0.9747,26.4998,12.6119,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,12.7500,0.5476,0.5476,22.3222,0.9742,25.8786,9.3899,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,13.2500,0.5299,0.5299,22.3222,0.9865,23.4216,5.5834,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,13.7500,0.5121,0.5121,22.3222,0.9958,21.4031,3.6676,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,14.2500,0.4944,0.4944,22.3222,0.9978,20.4586,2.9327,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,14.7500,0.4767,0.4767,22.3222,1.0000,19.5541,2.3001,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,15.2500,0.4589,0.4589,22.3222,1.0000,18.9156,2.2229,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,15.7500,0.4412,0.4412,22.3222,1.0000,18.3203,2.1526,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,16.2500,0.4234,0.4234,22.3222,1.0000,17.7613,2.0867,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,16.7500,0.4057,0.4057,22.3222,1.0000,17.2354,2.0247,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,17.2500,0.3880,0.3880,22.3222,1.0000,16.7398,1.9663,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,17.7500,0.3702,0.3702,22.3222,1.0000,16.2718,1.9112,238
Exp_phis80_i3cm,0.8000,i3cm,0.9750,18.2500,0.3525,0.3525,22.3222,1.0000,16.9440,2.0087,124
Exp_phis80_i3cm,0.8000,i3cm,0.9750,18.7500,0.3347,0.3347,22.3222,1.0000,16.9752,1.8579,101
Exp_phis80_i3cm,0.8000,i3cm,0.9750,19.2500,0.3170,0.3170,22.3222,1.0000,17.1378,1.6655,77
Exp_phis80_i3cm,0.8000,i3cm,0.9750,19.7500,0.2993,0.2993,22.3222,1.0000,17.5649,0.9602,56
Exp_phis80_i3cm,0.8000,i3cm,0.9750,20.2500,0.2815,0.2815,22.3222,1.0000,17.2748,0.7458,53
Exp_phis80_i3cm,0.8000,i3cm,0.9750,20.7500,0.2638,0.2638,22.3222,1.0000,17.0060,0.4361,50
Exp_phis80_i3cm,0.8000,i3cm,0.9750,21.2500,0.2460,0.2460,22.3222,1.0000,16.6950,0.0261,48
Exp_phis80_i3cm,0.8000,i3cm,0.9750,21.7500,0.2283,0.2283,22.3222,1.0000,16.3134,0.0255,48
Exp_phis80_i3cm,0.8000,i3cm,0.9750,22.2500,0.2105,0.2105,22.3222,1.0000,15.9489,0.0249,48
Exp_phis80_i3cm,0.8000,i3cm,0.9750,22.7500,0.1928,0.1928,22.3222,1.0000,15.6003,0.0244,48
Exp_phis80_i3cm,0.8000,i3cm,0.9750,23.2500,0.1751,0.1751,22.3222,1.0000,15.2666,0.0239,48
Exp_phis80_i3cm,0.8000,i3cm,0.9750,23.7500,0.1573,0.1573,22.3222,1.0000,14.9469,0.0234,48
Exp_phis80_i4cm,0.8000,i4cm,0.0250,0.2500,0.9908,0.9908,7.5387,0.4126,3314.3643,616.9614,1756
